year,health_board,age,sex,incident_cases,crude_rate,easr
2014,NHS Dumfries & Galloway,45-64 years,Female,24,103.71650821089024,103.15241182120549
2014,NHS Dumfries & Galloway,65-74 years,Male,52,555.5555555555555,573.8951612861509
2014,NHS Dumfries & Galloway,65-74 years,Female,38,378.5614664275752,387.32774328081507
2014,NHS Dumfries & Galloway,75plus years,Male,96,1434.3343792021515,1516.633061068634
2014,NHS Dumfries & Galloway,75plus years,Female,155,1730.8766052484646,1670.4403448358971
2014,NHS Fife,0-44 years,Male,18,18.51109122882794,19.12313740966869
2014,NHS Fife,0-44 years,Female,16,16.26776745226427,16.67790580269846
2014,NHS Fife,45-64 years,Male,106,212.41207943410214,215.20585829850023
2014,NHS Fife,45-64 years,Female,65,124.07658388531506,125.31738818633163
2014,NHS Fife,65-74 years,Male,113,606.0931130658657,622.7556143706594
2014,NHS Fife,65-74 years,Female,84,412.37113402061857,421.9382235055911
2014,NHS Fife,75plus years,Male,210,1723.4304472712352,1821.9538861574604
2014,NHS Fife,75plus years,Female,316,1773.487484566169,1757.8620419059703
2014,NHS Forth Valley,0-44 years,Male,13,15.987210231814549,18.000109961598117
2014,NHS Forth Valley,0-44 years,Female,10,12.221801249068088,12.34747698172548
2014,NHS Forth Valley,45-64 years,Male,85,206.93852708460136,210.42853563630527
2014,NHS Forth Valley,45-64 years,Female,68,159.38122582913394,161.82372669609327
2014,NHS Forth Valley,65-74 years,Male,71,500.77584990830866,512.0499696721678
2014,NHS Forth Valley,65-74 years,Female,67,423.9433054922804,434.3921846843824
2014,NHS Forth Valley,75plus years,Male,137,1485.4168925512306,1627.2318328029871
2014,NHS Forth Valley,75plus years,Female,250,1839.7233056148357,1819.1951470464928
2014,NHS Grampian,0-44 years,Male,19,11.439994219792395,11.882033502597086
2014,NHS Grampian,0-44 years,Female,19,11.829530243127977,12.107880351172403
2014,NHS Grampian,45-64 years,Male,109,140.07042072528205,141.93908833419448
2014,NHS Grampian,45-64 years,Female,74,94.7478937799288,95.54047547333025
2014,NHS Grampian,65-74 years,Male,141,549.4719613421145,558.354396225043
2014,NHS Grampian,65-74 years,Female,73,264.10998552821997,270.31770280672066
2014,NHS Grampian,75plus years,Male,274,1554.8745885824537,1689.9435713050839
2014,NHS Grampian,75plus years,Female,389,1516.0963442201262,1474.3467470260857
2014,NHS Greater Glasgow & Clyde,0-44 years,Male,52,16.041213579504266,16.98780231184602
2014,NHS Greater Glasgow & Clyde,0-44 years,Female,60,18.398304902841616,18.571839719866663
2014,NHS Greater Glasgow & Clyde,45-64 years,Male,383,262.4150405612804,270.2818320449276
2014,NHS Greater Glasgow & Clyde,45-64 years,Female,285,181.2688821752266,186.23696420174122
2014,NHS Greater Glasgow & Clyde,65-74 years,Male,362,794.7485125908363,809.9389981593964
2014,NHS Greater Glasgow & Clyde,65-74 years,Female,290,549.3985033626977,558.7264849313643
2014,NHS Greater Glasgow & Clyde,75plus years,Male,491,1525.8872521598607,1632.2979236527337
2014,NHS Greater Glasgow & Clyde,75plus years,Female,910,1686.778253535747,1665.1351488842301
2014,NHS Highland,0-44 years,Male,17,21.239645672734543,22.416283524813434
2014,NHS Highland,0-44 years,Female,15,19.273269260420413,19.354454762438458
2014,NHS Highland,45-64 years,Male,93,197.42707935294868,195.3118625102165
2014,NHS Highland,45-64 years,Female,71,145.41432843157335,144.33526529432447
2014,NHS Highland,65-74 years,Male,95,516.136042594806,526.9558402978859
2014,NHS Highland,65-74 years,Female,67,341.33170309236334,348.3224381228173
2014,NHS Highland,75plus years,Male,204,1709.688233322159,1828.2653942108707
2014,NHS Highland,75plus years,Female,286,1661.438364122226,1615.1646803076726
2014,NHS Lanarkshire,0-44 years,Male,31,17.358291944072704,17.47460857009299
2014,NHS Lanarkshire,0-44 years,Female,31,17.218682826307926,17.259168417014923
2014,NHS Lanarkshire,45-64 years,Male,231,259.6526723992581,265.01183504331544
2014,NHS Lanarkshire,45-64 years,Female,161,169.25988225399496,173.2386101041217
2014,NHS Lanarkshire,65-74 years,Male,211,729.0694861960541,739.1278253725452
2014,NHS Lanarkshire,65-74 years,Female,163,489.3719226612225,496.13624435204474
2014,NHS Lanarkshire,75plus years,Male,309,1677.5244299674266,1803.9269628033064
2014,NHS Lanarkshire,75plus years,Female,433,1482.3690516946251,1505.2802378168192
2014,NHS Lothian,0-44 years,Male,33,13.274282887035854,14.140562249387385
2014,NHS Lothian,0-44 years,Female,33,13.11861213034335,13.175435055815932
2014,NHS Lothian,45-64 years,Male,167,156.586966713549,162.10431276991122
2014,NHS Lothian,45-64 years,Female,149,135.1755921870322,137.97321706017334
2014,NHS Lothian,65-74 years,Male,212,626.070521528557,641.5087149210344
2014,NHS Lothian,65-74 years,Female,140,365.58297427862647,377.7536662541052
2014,NHS Lothian,75plus years,Male,354,1485.2108244178728,1575.020703824462
2014,NHS Lothian,75plus years,Female,575,1566.8001852911523,1518.5417973484284
2014,NHS Orkney,0-44 years,Male,-1,-1,18.84151593453919
2014,NHS Orkney,0-44 years,Female,0,0,0
2014,NHS Orkney,45-64 years,Male,-1,-1,240.01014205999138
2014,NHS Orkney,45-64 years,Female,-1,-1,93.74180927533726
2014,NHS Orkney,65-74 years,Male,-1,-1,706.2096963879534
2014,NHS Orkney,65-74 years,Female,-1,-1,599.2063492063492
2014,NHS Orkney,75plus years,Male,-1,-1,1669.813131593487
2014,NHS Orkney,75plus years,Female,-1,-1,1814.9038461538462
2014,NHS Shetland,0-44 years,Male,0,0,0
2014,NHS Shetland,0-44 years,Female,-1,-1,33.01236289372622
2014,NHS Shetland,45-64 years,Male,-1,-1,29.94908655286014
2014,NHS Shetland,45-64 years,Female,-1,-1,125.85086883574255
2014,NHS Shetland,65-74 years,Male,-1,-1,678.0132949379042
2014,NHS Shetland,65-74 years,Female,-1,-1,351.4320857494289
2014,NHS Shetland,75plus years,Male,-1,-1,1607.3077744962839
2014,NHS Shetland,75plus years,Female,-1,-1,1133.757498751525
2014,NHS Tayside,0-44 years,Male,11,10.1041647529991,11.561239285108934
2014,NHS Tayside,0-44 years,Female,15,13.815080541919558,14.679396849003227
2014,NHS Tayside,45-64 years,Male,119,216.5014099881743,217.16618529001616
2014,NHS Tayside,45-64 years,Female,72,125,124.99571870643567
2014,NHS Tayside,65-74 years,Male,112,537.8926135817885,542.0774453958404
2014,NHS Tayside,65-74 years,Female,98,424.27915836868993,430.3574110942476
2014,NHS Tayside,75plus years,Male,234,1524.9266862170089,1615.5287016884943
2014,NHS Tayside,75plus years,Female,377,1647.2233145453752,1591.5665061208801
2014,NHS Western Isles,0-44 years,Male,-1,-1,13.254563356812847
2014,NHS Western Isles,0-44 years,Female,0,0,0
2014,NHS Western Isles,45-64 years,Male,-1,-1,117.48214425881292
2014,NHS Western Isles,45-64 years,Female,-1,-1,101.304493328677
2014,NHS Western Isles,65-74 years,Male,-1,-1,705.9228929997741
2014,NHS Western Isles,65-74 years,Female,-1,-1,349.11942900404824
2014,NHS Western Isles,75plus years,Male,-1,-1,1487.89952094988
2014,NHS Western Isles,75plus years,Female,-1,-1,1275.9195114951362
2015,Scotland,0-44 years,Male,263,18.111450844282842,19.38995871770159
2015,Scotland,0-44 years,Female,202,13.890283265509328,14.260483451702992
2015,Scotland,45-64 years,Male,1590,221.62286478914464,224.8122992995547
2015,Scotland,45-64 years,Female,1183,156.6180043185793,158.53622227237491
2015,Scotland,65-74 years,Male,1523,600.0196986112479,616.9573287373099
2015,Scotland,65-74 years,Female,1201,426.8143162264071,434.3383920621233
2015,Scotland,75plus years,Male,2734,1578.9777649436905,1684.9710400464987
2015,Scotland,75plus years,Female,4231,1626.757097597736,1586.5580177990266
2015,NHS Ayrshire & Arran,0-44 years,Male,17,18.62075008762706,20.358240193775288
2015,NHS Ayrshire & Arran,0-44 years,Female,16,17.08178974452048,17.463017521900962
2015,NHS Ayrshire & Arran,45-64 years,Male,122,235.83082038196858,235.24144596687086
2015,NHS Ayrshire & Arran,45-64 years,Female,108,191.6150666217199,192.14590198972297
2015,NHS Ayrshire & Arran,65-74 years,Male,136,654.2865390166459,665.7273002496262
2015,NHS Ayrshire & Arran,65-74 years,Female,108,464.1368344148867,472.00640574492843
2015,NHS Ayrshire & Arran,75plus years,Male,244,1752.4958701429289,1902.8655434772159
2015,NHS Ayrshire & Arran,75plus years,Female,330,1641.4643851969759,1609.1444704798164
2015,NHS Borders,0-44 years,Male,4,15.342717962487054,18.24771355491301
2015,NHS Borders,0-44 years,Female,3,11.239743733842868,11.84802099973267
2015,NHS Borders,45-64 years,Male,37,215.06626365961407,213.3143676294187
2015,NHS Borders,45-64 years,Female,27,152.16411181244365,152.75572303589388
2015,NHS Borders,65-74 years,Male,35,489.1000558971493,527.9094922421169
2015,NHS Borders,65-74 years,Female,28,368.13042334998687,376.8559458294711
2015,NHS Borders,75plus years,Male,83,1698.0360065466448,1752.556126723031
2015,NHS Borders,75plus years,Female,123,1841.317365269461,1787.536754686716
2015,NHS Dumfries & Galloway,0-44 years,Male,2,5.810068849315865,5.861615628742014
2015,NHS Dumfries & Galloway,0-44 years,Female,6,17.346053772766695,18.804110143646927
2015,NHS Dumfries & Galloway,45-64 years,Male,36,164.45865692096848,161.36032539558911
2015,NHS Dumfries & Galloway,45-64 years,Female,32,137.50429700928154,135.74232634752144
2015,NHS Dumfries & Galloway,65-74 years,Male,65,673.9941932807964,701.4435091191691
2015,NHS Dumfries & Galloway,65-74 years,Female,39,380.78500292911536,388.99954601513656
2015,NHS Dumfries & Galloway,75plus years,Male,109,1587.0704717530575,1765.4111457930867
2015,NHS Dumfries & Galloway,75plus years,Female,154,1705.237515225335,1668.3583871953958
2015,NHS Fife,0-44 years,Male,14,14.580447619741925,16.17813363490847
2015,NHS Fife,0-44 years,Female,16,16.42929754484685,17.551092047465794
2015,NHS Fife,45-64 years,Male,123,245.72969733293377,248.11808092020885
2015,NHS Fife,45-64 years,Female,75,142.28259219911976,143.54796364428756
2015,NHS Fife,65-74 years,Male,94,488.97211818560135,504.31578792786104
2015,NHS Fife,65-74 years,Female,82,389.65976050180575,400.27446439029916
2015,NHS Fife,75plus years,Male,197,1561.7567781829712,1670.1320608611659
2015,NHS Fife,75plus years,Female,307,1687.2767243748283,1641.2150245674454
2015,NHS Forth Valley,0-44 years,Male,15,18.634697807317224,19.473289060637047
2015,NHS Forth Valley,0-44 years,Female,22,27.107951254974925,26.769535055137773
2015,NHS Forth Valley,45-64 years,Male,97,234.0507673004536,239.88393857143652
2015,NHS Forth Valley,45-64 years,Female,68,157.63364087347583,160.5845120387682
2015,NHS Forth Valley,65-74 years,Male,93,636.8554406628775,637.383042532094
2015,NHS Forth Valley,65-74 years,Female,85,528.7384921622294,534.8369757369137
2015,NHS Forth Valley,75plus years,Male,148,1544.4015444015445,1663.592904071624
2015,NHS Forth Valley,75plus years,Female,230,1654.2002301495975,1650.5563418293077
2015,NHS Grampian,0-44 years,Male,26,15.575017671654667,16.44841319781769
2015,NHS Grampian,0-44 years,Female,14,8.658918995812794,8.625178502011437
2015,NHS Grampian,45-64 years,Male,111,142.30404348606447,144.27388276459615
2015,NHS Grampian,45-64 years,Female,88,112.04339134974089,113.71314129621142
2015,NHS Grampian,65-74 years,Male,128,480.4804804804805,488.910921168402
2015,NHS Grampian,65-74 years,Female,89,313.36924756170555,323.56926410529394
2015,NHS Grampian,75plus years,Male,277,1535.5618382393702,1638.9314150874548
2015,NHS Grampian,75plus years,Female,380,1462.6635873749037,1409.3980121335032
2015,NHS Greater Glasgow & Clyde,0-44 years,Male,70,21.586017194804555,23.964422428558876
2015,NHS Greater Glasgow & Clyde,0-44 years,Female,52,15.972380068926963,16.35148903961311
2015,NHS Greater Glasgow & Clyde,45-64 years,Male,405,275.8028928658985,282.44376729746216
2015,NHS Greater Glasgow & Clyde,45-64 years,Female,326,205.2121364723656,209.4758053610111
2015,NHS Greater Glasgow & Clyde,65-74 years,Male,344,741.4911732373419,765.0455462207649
2015,NHS Greater Glasgow & Clyde,65-74 years,Female,268,502.7105100260734,511.54385293057493
2015,NHS Greater Glasgow & Clyde,75plus years,Male,522,1588.702559576346,1677.530776960673
2015,NHS Greater Glasgow & Clyde,75plus years,Female,895,1642.834853796876,1602.9355508525575
2015,NHS Highland,0-44 years,Male,14,17.682572561699548,17.912794036401067
2015,NHS Highland,0-44 years,Female,6,7.82707384844176,8.787277779903869
2015,NHS Highland,45-64 years,Male,82,174.9109447324076,173.05705466910726
2015,NHS Highland,45-64 years,Female,73,149.3850655861829,148.28778912706954
2015,NHS Highland,65-74 years,Male,92,482.5596643063205,492.09385736903926
2015,NHS Highland,65-74 years,Female,84,417.2254507524959,427.0756283479322
2015,NHS Highland,75plus years,Male,199,1611.9886593762658,1749.7381745513032
2015,NHS Highland,75plus years,Female,291,1652.6578827805542,1603.950655655537
2015,NHS Lanarkshire,0-44 years,Male,45,25.457816398228136,26.15506909344284
2015,NHS Lanarkshire,0-44 years,Female,24,13.463253731845645,13.294364946800524
2015,NHS Lanarkshire,45-64 years,Male,247,275.0740584003385,282.33799225764847
2015,NHS Lanarkshire,45-64 years,Female,157,163.34939082122085,167.13228406329029
2015,NHS Lanarkshire,65-74 years,Male,214,720.2719531486655,741.3076895339541
2015,NHS Lanarkshire,65-74 years,Female,166,489.5311117664405,491.4378271630264
2015,NHS Lanarkshire,75plus years,Male,321,1693.0379746835442,1816.7825301496944
2015,NHS Lanarkshire,75plus years,Female,494,1658.497280601625,1669.7508770883978
2015,NHS Lothian,0-44 years,Male,37,14.800532819181491,15.179070499403275
2015,NHS Lothian,0-44 years,Female,28,11.06596898366979,11.285305929993008
2015,NHS Lothian,45-64 years,Male,199,184.85318569849423,189.4817924855867
2015,NHS Lothian,45-64 years,Female,144,129.24999102430618,131.51183723260172
2015,NHS Lothian,65-74 years,Male,188,538.2501145213009,561.9054216679644
2015,NHS Lothian,65-74 years,Female,144,365.19489741573886,366.96785473810854
2015,NHS Lothian,75plus years,Male,387,1578.625331429737,1648.5191766307976
2015,NHS Lothian,75plus years,Female,605,1628.0071040309995,1566.210582361657
2015,NHS Orkney,0-44 years,Male,-1,-1,19.09125620465827
2015,NHS Orkney,0-44 years,Female,0,0,0
2015,NHS Orkney,45-64 years,Male,-1,-1,300.0767544660586
2015,NHS Orkney,45-64 years,Female,-1,-1,62.40389239937659
2015,NHS Orkney,65-74 years,Male,-1,-1,364.55338452113847
2015,NHS Orkney,65-74 years,Female,-1,-1,429.13578034152215
2015,NHS Orkney,75plus years,Male,-1,-1,960.2877614976071
2015,NHS Orkney,75plus years,Female,-1,-1,1861.8561441576076
2015,NHS Shetland,0-44 years,Male,0,0,0
2015,NHS Shetland,0-44 years,Female,-1,-1,16.083080599209634
2015,NHS Shetland,45-64 years,Male,-1,-1,267.5937424734835
2015,NHS Shetland,45-64 years,Female,-1,-1,61.146051712089445
2015,NHS Shetland,65-74 years,Male,-1,-1,661.9306012058014
2015,NHS Shetland,65-74 years,Female,-1,-1,418.232160251516
2015,NHS Shetland,75plus years,Male,-1,-1,1528.6509225903167
2015,NHS Shetland,75plus years,Female,-1,-1,1885.8312472176594
2015,NHS Tayside,0-44 years,Male,17,15.651901706057286,17.366020542322783
2015,NHS Tayside,0-44 years,Female,10,9.239497001783224,10.116426285778772
2015,NHS Tayside,45-64 years,Male,104,188.58344817581778,188.80358553106598
2015,NHS Tayside,45-64 years,Female,77,133.09134906231097,133.21768518611972
2015,NHS Tayside,65-74 years,Male,115,538.9446058674665,546.5172012644755
2015,NHS Tayside,65-74 years,Female,94,398.5246110145419,412.07481074000356
2015,NHS Tayside,75plus years,Male,218,1382.021047293014,1460.835729885749
2015,NHS Tayside,75plus years,Female,356,1530.9194117141137,1458.2008261648466
2015,NHS Western Isles,0-44 years,Male,-1,-1,14.213775178687458
2015,NHS Western Isles,0-44 years,Female,-1,-1,64.86928104575163
2015,NHS Western Isles,45-64 years,Male,-1,-1,192.58742366261995
2015,NHS Western Isles,45-64 years,Female,-1,-1,96.41696799395748
2015,NHS Western Isles,65-74 years,Male,-1,-1,338.9061081368774
2015,NHS Western Isles,65-74 years,Female,-1,-1,167.84124487939002
2015,NHS Western Isles,75plus years,Male,-1,-1,1125.1155729458544
2015,NHS Western Isles,75plus years,Female,-1,-1,1312.2251324932752
2016,Scotland,0-44 years,Male,231,15.87974837129464,17.16783033323734
2016,Scotland,0-44 years,Female,232,15.95170483845461,16.606844220901372
2016,Scotland,45-64 years,Male,1614,224.13398046118274,226.74286094113663
2016,Scotland,45-64 years,Female,1139,149.70610811436023,151.36759429917393
2016,Scotland,65-74 years,Male,1572,605.9928529850545,620.5978492338478
2016,Scotland,65-74 years,Female,1218,426.06481222365255,434.8766912826336
2016,Scotland,75plus years,Male,2823,1601.50222383589,1697.657914323197
2016,Scotland,75plus years,Female,4159,1590.7743502457495,1557.0110190440746
2016,NHS Ayrshire & Arran,0-44 years,Male,17,18.798447469397235,20.877697733729125
2016,NHS Ayrshire & Arran,0-44 years,Female,20,21.609940572663426,22.12739747587824
2016,NHS Ayrshire & Arran,45-64 years,Male,128,247.22356349589572,246.210754642028
2016,NHS Ayrshire & Arran,45-64 years,Female,93,163.9488761568973,163.91774717146788
2016,NHS Ayrshire & Arran,65-74 years,Male,139,657.2725553243805,667.3812537711387
2016,NHS Ayrshire & Arran,65-74 years,Female,113,480.8306029530658,489.73400392998917
2016,NHS Ayrshire & Arran,75plus years,Male,235,1652.2533923926035,1762.8284363894215
2016,NHS Ayrshire & Arran,75plus years,Female,346,1709.9085742525326,1688.0274209712977
2016,NHS Borders,0-44 years,Male,9,34.92704129152437,35.68111201928994
2016,NHS Borders,0-44 years,Female,2,7.557436517533253,7.797032814156256
2016,NHS Borders,45-64 years,Male,41,238.02612481857764,236.6379584350061
2016,NHS Borders,45-64 years,Female,33,185.13323983169707,184.02379460059154
2016,NHS Borders,65-74 years,Male,49,667.7568819841919,673.8536046658306
2016,NHS Borders,65-74 years,Female,26,335.3540564942603,341.63050288114584
2016,NHS Borders,75plus years,Male,89,1800.8903278025093,1914.6922032189166
2016,NHS Borders,75plus years,Female,117,1742.3678332092331,1704.053862893866
2016,NHS Dumfries & Galloway,0-44 years,Male,4,11.768859597505003,13.712656501681789
2016,NHS Dumfries & Galloway,0-44 years,Female,6,17.54334668576942,17.080600072628215
2016,NHS Dumfries & Galloway,45-64 years,Male,41,187.77192580719029,183.6471135748651
2016,NHS Dumfries & Galloway,45-64 years,Female,24,102.98219266251878,101.79711116304578
2016,NHS Dumfries & Galloway,65-74 years,Male,64,648.8240064882401,670.9749473953358
2016,NHS Dumfries & Galloway,65-74 years,Female,28,270.37466203167247,273.94471222349546
2016,NHS Dumfries & Galloway,75plus years,Male,106,1513.4209023415192,1579.7517844962583
2016,NHS Dumfries & Galloway,75plus years,Female,143,1568.4984095645498,1551.6140202279353
2016,NHS Fife,0-44 years,Male,18,18.87663073115483,20.69186876884462
2016,NHS Fife,0-44 years,Female,22,22.620479759811634,23.502501704112998
2016,NHS Fife,45-64 years,Male,96,191.31509197074473,193.0274182666504
2016,NHS Fife,45-64 years,Female,75,141.7072894229679,142.46093239569313
2016,NHS Fife,65-74 years,Male,106,538.7273836145558,547.7885180459125
2016,NHS Fife,65-74 years,Female,89,414.60914935246433,424.9412811947254
2016,NHS Fife,75plus years,Male,198,1542.536615768152,1654.7212235636482
2016,NHS Fife,75plus years,Female,307,1669.9303742384684,1638.0175512073806
2016,NHS Forth Valley,0-44 years,Male,13,16.14004593705382,16.796626377123133
2016,NHS Forth Valley,0-44 years,Female,9,11.08620137468897,11.16664433660103
2016,NHS Forth Valley,45-64 years,Male,96,229.04588075298832,236.4063587678062
2016,NHS Forth Valley,45-64 years,Female,61,139.76080282270996,142.24754341624333
2016,NHS Forth Valley,65-74 years,Male,96,638.2978723404254,653.3042026544696
2016,NHS Forth Valley,65-74 years,Female,78,474.65465830949915,477.3734416144696
2016,NHS Forth Valley,75plus years,Male,176,1793.173713703515,1968.7997663018427
2016,NHS Forth Valley,75plus years,Female,230,1633.9869281045753,1622.8895790506126
2016,NHS Grampian,0-44 years,Male,17,10.11092277039284,10.672829760002577
2016,NHS Grampian,0-44 years,Female,15,9.250807903890273,9.51323843673431
2016,NHS Grampian,45-64 years,Male,114,145.8994573564042,147.41238755494282
2016,NHS Grampian,45-64 years,Female,78,98.8906497622821,100.47820816378538
2016,NHS Grampian,65-74 years,Male,129,474.22983604146754,491.8208165486177
2016,NHS Grampian,65-74 years,Female,118,408.61555509384306,417.86026850977925
2016,NHS Grampian,75plus years,Male,261,1426.0736531526609,1530.2556235432764
2016,NHS Grampian,75plus years,Female,411,1572.062423500612,1524.3532417550925
2016,NHS Greater Glasgow & Clyde,0-44 years,Male,55,16.81509812374078,18.391337611820376
2016,NHS Greater Glasgow & Clyde,0-44 years,Female,58,17.7654168593806,18.3966813054107
2016,NHS Greater Glasgow & Clyde,45-64 years,Male,395,267.8020569909896,274.06512749696907
2016,NHS Greater Glasgow & Clyde,45-64 years,Female,277,172.72126404529413,176.61478415712378
2016,NHS Greater Glasgow & Clyde,65-74 years,Male,336,711.864406779661,725.2430490905056
2016,NHS Greater Glasgow & Clyde,65-74 years,Female,271,503.464803908819,513.8380345201622
2016,NHS Greater Glasgow & Clyde,75plus years,Male,591,1787.6588021778584,1857.5655706690393
2016,NHS Greater Glasgow & Clyde,75plus years,Female,872,1603.884638022366,1568.0264232336292
2016,NHS Highland,0-44 years,Male,12,15.213946117274167,17.194163544733872
2016,NHS Highland,0-44 years,Female,11,14.47425556271958,15.218594258785327
2016,NHS Highland,45-64 years,Male,88,188.5135279878323,185.1448884613867
2016,NHS Highland,45-64 years,Female,75,152.91766912694206,151.35120990862004
2016,NHS Highland,65-74 years,Male,102,523.9636307597473,541.7247214243516
2016,NHS Highland,65-74 years,Female,93,454.30120658492507,460.7485698469261
2016,NHS Highland,75plus years,Male,169,1338.189880433922,1428.9056517347183
2016,NHS Highland,75plus years,Female,292,1637.3219692721766,1605.0768946457913
2016,NHS Lanarkshire,0-44 years,Male,33,18.780518342306248,20.16128008892652
2016,NHS Lanarkshire,0-44 years,Female,38,21.460924175166323,22.279508286883605
2016,NHS Lanarkshire,45-64 years,Male,255,281.9205978927817,287.98883978056085
2016,NHS Lanarkshire,45-64 years,Female,160,164.80403769892362,167.4999777974243
2016,NHS Lanarkshire,65-74 years,Male,230,756.2306832379825,773.2635789768577
2016,NHS Lanarkshire,65-74 years,Female,155,450.8566275924256,462.2283863350553
2016,NHS Lanarkshire,75plus years,Male,308,1585.6672158154859,1699.2342472302712
2016,NHS Lanarkshire,75plus years,Female,476,1588.944153286377,1599.3312180760058
2016,NHS Lothian,0-44 years,Male,40,15.857347303656308,16.847079439248226
2016,NHS Lothian,0-44 years,Female,35,13.67406498697057,14.894629626141771
2016,NHS Lothian,45-64 years,Male,222,204.69885294876997,209.93135291876322
2016,NHS Lothian,45-64 years,Female,147,130.6515691520091,133.20565974069874
2016,NHS Lothian,65-74 years,Male,178,495.725067535578,508.80481550467755
2016,NHS Lothian,65-74 years,Female,144,356.2064018206105,363.96647749447186
2016,NHS Lothian,75plus years,Male,389,1558.7433883635197,1630.5243630428067
2016,NHS Lothian,75plus years,Female,577,1545.342546467406,1487.2074134988864
2016,NHS Orkney,0-44 years,Male,-1,-1,18.89644746787604
2016,NHS Orkney,0-44 years,Female,0,0,0
2016,NHS Orkney,45-64 years,Male,-1,-1,207.00219986514546
2016,NHS Orkney,45-64 years,Female,-1,-1,121.95593366021667
2016,NHS Orkney,65-74 years,Male,-1,-1,305.3921633715295
2016,NHS Orkney,65-74 years,Female,-1,-1,220.4585537918871
2016,NHS Orkney,75plus years,Male,-1,-1,537.1363086196884
2016,NHS Orkney,75plus years,Female,-1,-1,1135.5840413170445
2016,NHS Shetland,0-44 years,Male,0,0,0
2016,NHS Shetland,0-44 years,Female,0,0,0
2016,NHS Shetland,45-64 years,Male,-1,-1,207.8160661008967
2016,NHS Shetland,45-64 years,Female,-1,-1,156.71273407936738
2016,NHS Shetland,65-74 years,Male,-1,-1,481.2085517242374
2016,NHS Shetland,65-74 years,Female,-1,-1,248.4472049689441
2016,NHS Shetland,75plus years,Male,-1,-1,1760.6861526391363
2016,NHS Shetland,75plus years,Female,-1,-1,1155.9356580414646
2016,NHS Tayside,0-44 years,Male,11,10.121457489878543,11.660641041840199
2016,NHS Tayside,0-44 years,Female,14,12.969207396153703,13.822402903012533
2016,NHS Tayside,45-64 years,Male,117,211.99876787040898,211.44657367111438
2016,NHS Tayside,45-64 years,Female,102,175.76509511993385,175.84862396811818
2016,NHS Tayside,65-74 years,Male,123,565.335294388013,580.8443771852923
2016,NHS Tayside,65-74 years,Female,91,379.3247186327637,387.1025984236858
2016,NHS Tayside,75plus years,Male,265,1639.851485148515,1742.828134995759
2016,NHS Tayside,75plus years,Female,338,1451.6406115787665,1381.8086385380902
2016,NHS Western Isles,0-44 years,Male,-1,-1,13.689765033851058
2016,NHS Western Isles,0-44 years,Female,-1,-1,32.28583419634199
2016,NHS Western Isles,45-64 years,Male,-1,-1,168.31327079142082
2016,NHS Western Isles,45-64 years,Female,-1,-1,124.57235224041155
2016,NHS Western Isles,65-74 years,Male,-1,-1,576.6635736726479
2016,NHS Western Isles,65-74 years,Female,-1,-1,340.38097805209225
2016,NHS Western Isles,75plus years,Male,-1,-1,1677.896703197248
2016,NHS Western Isles,75plus years,Female,-1,-1,1282.8513668807673
2017,Scotland,0-44 years,Male,253,17.3388260175595,18.85192554963576
2017,Scotland,0-44 years,Female,214,14.704063543541894,15.547895385736432
2017,Scotland,45-64 years,Male,1704,235.36106652817566,236.99035855707473
2017,Scotland,45-64 years,Female,1213,158.08247135162466,159.3625231292405
2017,Scotland,65-74 years,Male,1683,634.2901076371091,647.4003808990909
2017,Scotland,65-74 years,Female,1212,416.19878643027124,425.5210662567173
2017,Scotland,75plus years,Male,2789,1557.926488660485,1645.6914416530008
2017,Scotland,75plus years,Female,4185,1589.5081070610624,1543.7208154897405
2017,NHS Ayrshire & Arran,0-44 years,Male,19,21.18100843895968,23.970670491875197
2017,NHS Ayrshire & Arran,0-44 years,Female,21,22.9503180258355,24.065231955032917
2017,NHS Ayrshire & Arran,45-64 years,Male,151,291.4776565968536,287.4608141893253
2017,NHS Ayrshire & Arran,45-64 years,Female,121,211.7272393217729,211.1053732528077
2017,NHS Ayrshire & Arran,65-74 years,Male,178,823.768974453906,828.0993380249727
2017,NHS Ayrshire & Arran,65-74 years,Female,113,473.5959765297569,481.02579050750643
2017,NHS Ayrshire & Arran,75plus years,Male,264,1822.4492613557918,1973.2518125637255
2017,NHS Ayrshire & Arran,75plus years,Female,347,1697.0704748862913,1662.860279611877
2017,NHS Borders,0-44 years,Male,5,19.45903872348706,21.82646158868956
2017,NHS Borders,0-44 years,Female,3,11.406410402646287,10.634095949928602
2017,NHS Borders,45-64 years,Male,39,225.8382071920783,220.66798819558568
2017,NHS Borders,45-64 years,Female,39,216.40217511929862,214.89385172772202
2017,NHS Borders,65-74 years,Male,41,543.9108516847971,545.6996151305577
2017,NHS Borders,65-74 years,Female,23,290.6609376974599,290.5152964627566
2017,NHS Borders,75plus years,Male,90,1794.9740725967292,1987.3715459010257
2017,NHS Borders,75plus years,Female,99,1460.607848922986,1422.2649383233966
2017,NHS Dumfries & Galloway,0-44 years,Male,5,14.875639652505058,15.880128445198247
2017,NHS Dumfries & Galloway,0-44 years,Female,3,8.86891740081594,9.561671798298216
2017,NHS Dumfries & Galloway,45-64 years,Male,44,202.22446916076845,196.1369762565317
2017,NHS Dumfries & Galloway,45-64 years,Female,31,132.38245718922153,130.47350140150908
2017,NHS Dumfries & Galloway,65-74 years,Male,57,570.2280912364946,579.437120205541
